,track_name,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
1640,Suite No. 1: Menuets I & II,Classical,0.962,0.34700000000000003,0.0973,0.792,0.35200000000000004,-19.783,0.0533,59.315,0.433,Cluster 4
1641,Suite No. 1: Gigue,Classical,0.968,0.463,0.14800000000000002,0.812,0.11,-17.285999999999998,0.0504,137.269,0.701,Cluster 1
1642,Suite No. 2: Prelude,Classical,0.935,0.0993,0.153,0.84,0.13,-17.857,0.059,57.42100000000001,0.14300000000000002,Cluster 4
1643,Suite No. 2: Allemande,Classical,0.931,0.18,0.157,0.852,0.136,-19.537,0.0491,177.048,0.491,Cluster 3
1644,Suite No. 2: Courante,Classical,0.96,0.34700000000000003,0.287,0.858,0.37,-19.45,0.0461,134.609,0.691,Cluster 1
1645,Suite No. 2: Sarabande,Classical,0.922,0.107,0.0656,0.8859999999999999,0.0983,-22.284,0.0478,77.398,0.0394,Cluster 4
1646,Suite No. 2: Menuets I & II,Classical,0.978,0.412,0.101,0.862,0.14400000000000002,-20.765,0.0525,69.455,0.5,Cluster 4
1647,Suite No. 2: Gigue,Classical,0.961,0.44,0.247,0.853,0.229,-17.825,0.0439,69.398,0.6890000000000001,Cluster 4
1648,Suite No. 3: Prelude,Classical,0.962,0.35600000000000004,0.292,0.862,0.131,-18.83,0.0494,110.433,0.488,Cluster 2
1649,Suite No. 3: Allemande,Classical,0.978,0.499,0.134,0.894,0.103,-19.309,0.0482,113.768,0.515,Cluster 2
1650,Suite No. 3: Courante,Classical,0.96,0.423,0.265,0.915,0.14400000000000002,-19.725,0.0466,112.336,0.701,Cluster 2
1651,Suite No. 3: Sarabande,Classical,0.958,0.105,0.0419,0.8859999999999999,0.104,-22.723000000000006,0.0448,77.682,0.091,Cluster 4
1652,Suite No. 3: Bourrees I & II,Classical,0.974,0.458,0.14,0.893,0.146,-21.893,0.0551,91.219,0.606,Cluster 2
1653,Suite No. 3: Gigue,Classical,0.95,0.47,0.255,0.88,0.118,-15.61,0.044,124.246,0.454,Cluster 1
1654,Suite No. 4: Prelude,Classical,0.957,0.263,0.18600000000000005,0.8809999999999999,0.266,-17.737000000000005,0.0409,109.785,0.349,Cluster 2
1655,Suite No. 4: Allemande,Classical,0.982,0.26,0.13699999999999998,0.8640000000000001,0.334,-20.917,0.0649,173.864,0.753,Cluster 3
1656,Suite No. 4: Courante,Classical,0.987,0.519,0.222,0.866,0.115,-19.415,0.049,130.70600000000002,0.609,Cluster 1
1657,Suite No. 4: Sarabande,Classical,0.974,0.0929,0.0895,0.872,0.147,-21.643,0.0457,70.194,0.0688,Cluster 4
1658,Suite No. 4: Bourrees I & II,Classical,0.989,0.4370000000000001,0.121,0.841,0.126,-21.105,0.045,80.998,0.6679999999999999,Cluster 4
1659,Suite No. 4: Gigue,Classical,0.973,0.393,0.29,0.835,0.133,-17.463,0.0477,73.53699999999998,0.877,Cluster 4
1660,Suite No. 5: Prelude,Classical,0.96,0.301,0.237,0.873,0.12,-18.011,0.042,93.07,0.334,Cluster 2
1661,Suite No. 5: Allemande,Classical,0.946,0.179,0.168,0.8640000000000001,0.13,-17.863,0.0442,94.705,0.16399999999999998,Cluster 2
1662,Suite No. 5: Courante,Classical,0.965,0.281,0.15,0.8959999999999999,0.112,-19.061,0.065,166.322,0.565,Cluster 3
1663,Suite No. 5: Sarabande,Classical,0.934,0.122,0.0187,0.866,0.173,-27.946,0.0481,88.87799999999999,0.0398,Cluster 4
1664,X Gon' Give It To Ya,Hip Hop,0.0295,0.501,0.851,0.0,0.0775,-5.1110000000000015,0.292,95.058,0.627,Cluster 2
1665,Ruff Ryders' Anthem,Hip Hop,0.202,0.867,0.7959999999999999,0.0,0.0838,-4.73,0.0693,92.766,0.7759999999999999,Cluster 2
1666,Party Up,Hip Hop,0.0835,0.534,0.933,0.0,0.394,-3.282,0.366,202.058,0.478,Cluster 3
1667,Where The Hood At,Hip Hop,0.158,0.536,0.946,0.0,0.368,-3.002,0.36,185.967,0.779,Cluster 3
1668,I Don't Dance,Hip Hop,0.156,0.695,0.917,0.0,0.124,-5.915,0.134,103.029,0.544,Cluster 2
1669,We Right Here,Hip Hop,0.00731,0.767,0.6779999999999999,0.0,0.314,-7.795,0.13699999999999998,92.923,0.635,Cluster 2
1670,No Games,Hip Hop,0.0186,0.76,0.8320000000000001,1.81e-06,0.158,-4.167,0.0557,146.58100000000005,0.344,Cluster 3
1671,Hustlin',Hip Hop,0.0898,0.505,0.657,0.0,0.0606,-7.254,0.28800000000000003,135.995,0.6659999999999999,Cluster 1
1672,So Sophisticated,Hip Hop,0.029,0.688,0.872,0.0,0.5710000000000001,-4.651,0.282,76.983,0.562,Cluster 4
1673,Push It,Hip Hop,0.246,0.665,0.779,0.0,0.364,-7.085,0.258,150.952,0.75,Cluster 3
1674,B.M.F. (Blowin' Money Fast),Hip Hop,0.017,0.743,0.86,0.0,0.22,-4.396,0.0549,139.967,0.333,Cluster 1
1675,Hold Me Back,Hip Hop,0.0401,0.636,0.7020000000000001,0.0,0.105,-5.437,0.0743,125.998,0.474,Cluster 1
1676,Ether,Hip Hop,0.0401,0.573,0.831,0.0,0.0909,-5.586,0.433,76.352,0.7659999999999999,Cluster 4
1677,I Can,Hip Hop,0.103,0.8370000000000001,0.885,0.0,0.0666,-3.914,0.182,95.313,0.6940000000000001,Cluster 2
1678,Bridging the Gap,Hip Hop,0.0332,0.703,0.687,0.0,0.393,-7.104,0.389,93.606,0.461,Cluster 2
1679,99 Problems,Hip Hop,0.00806,0.485,0.96,0.0,0.069,-0.8390000000000001,0.375,88.71600000000002,0.494,Cluster 4
1680,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",Hip Hop,0.0135,0.55,0.779,0.0,0.333,-3.841,0.211,150.069,0.315,Cluster 3
1681,Ante Up (Robbin Hoodz Theory),Hip Hop,0.0063,0.6459999999999999,0.889,7.74e-05,0.872,-4.449,0.204,94.113,0.852,Cluster 2
1682,Bang Bang,Hip Hop,0.12,0.865,0.877,2.07e-06,0.0808,-2.437,0.14800000000000002,95.329,0.7829999999999999,Cluster 2
1683,Beg For Mercy,Hip Hop,0.0302,0.611,0.794,0.0,0.338,-3.466,0.349,97.558,0.8370000000000001,Cluster 2
1684,"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Hip Hop,0.742,0.5710000000000001,0.941,0.0026,0.112,-2.853,0.423,188.632,0.8140000000000001,Cluster 3
1685,Bitch Please - Feat. Xzibit,Hip Hop,0.00954,0.863,0.7709999999999999,0.0,0.28800000000000003,-2.77,0.19,95.029,0.812,Cluster 2
1686,Bitch Please II,Hip Hop,0.0783,0.918,0.586,0.0,0.145,-2.89,0.133,95.517,0.779,Cluster 2
1687,Black Magic (feat. Rick Ross),Hip Hop,0.00148,0.721,0.618,0.0,0.0908,-5.246,0.0536,96.724,0.23,Cluster 2
1688,Boom - feat. T-Pain,Hip Hop,0.139,0.469,0.8320000000000001,0.0,0.0278,-6.709,0.4320000000000001,139.399,0.341,Cluster 1
1689,Breathe,Hip Hop,0.34,0.713,0.91,0.0,0.304,-5.586,0.282,83.02799999999998,0.51,Cluster 4
1690,Burn - feat. Big Sean,Hip Hop,0.327,0.67,0.895,0.0,0.269,-1.4380000000000002,0.349,111.389,0.622,Cluster 2
1691,Chin Check - Edited,Hip Hop,0.0337,0.926,0.727,0.000151,0.0834,-5.502999999999999,0.241,99.99,0.785,Cluster 2
1692,"Click, Clack - Get Back! - edited version",Hip Hop,0.00213,0.606,0.789,6.12e-06,0.501,-3.865,0.0817,167.977,0.8440000000000001,Cluster 3
1693,Da Rockwilder,Hip Hop,0.0137,0.612,0.659,0.0,0.417,-6.995,0.406,99.137,0.393,Cluster 2
1694,Disco Inferno,Hip Hop,0.24,0.915,0.659,0.000181,0.203,-5.169,0.236,96.974,0.722,Cluster 2
1695,Dope Boys,Hip Hop,0.14800000000000002,0.733,0.813,0.0,0.179,-3.402,0.225,85.06700000000002,0.696,Cluster 4
1696,Dope Man,Hip Hop,0.0115,0.69,0.7829999999999999,0.0,0.155,-6.249,0.28600000000000003,176.49400000000003,0.6809999999999999,Cluster 3
1697,Ether,Hip Hop,0.0401,0.573,0.831,0.0,0.0909,-5.586,0.433,76.352,0.7659999999999999,Cluster 4
1698,Fight Music,Hip Hop,0.0803,0.75,0.8490000000000001,0.0,0.333,-3.097,0.264,89.501,0.7709999999999999,Cluster 2
1699,Future,Hip Hop,0.111,0.628,0.8029999999999999,0.0,0.319,-4.097,0.268,151.341,0.35700000000000004,Cluster 3
1700,Gangsta Nation,Hip Hop,0.127,0.843,0.7,0.0,0.8759999999999999,-3.249,0.26,95.05,0.675,Cluster 2
1701,Get It On The Floor,Hip Hop,0.156,0.795,0.789,2.8e-06,0.0793,-4.6610000000000005,0.117,94.218,0.597,Cluster 2
1702,Gimme The Loot,Hip Hop,0.0867,0.713,0.647,0.0,0.636,-8.22,0.439,94.036,0.6940000000000001,Cluster 2
1703,Go Getta - (Explicit),Hip Hop,0.094,0.386,0.742,0.0,0.188,-6.545,0.17800000000000002,174.22,0.439,Cluster 3
1704,Got Ur Self A...,Hip Hop,0.0128,0.599,0.861,0.0,0.113,-4.783,0.265,92.866,0.613,Cluster 2
1705,Hail Mary,Hip Hop,0.16399999999999998,0.726,0.6509999999999999,7.26e-06,0.303,-6.352,0.3,164.113,0.382,Cluster 3
1706,Hate Me Now (feat.- Puff Daddy),Hip Hop,0.0061600000000000005,0.652,0.754,0.0,0.12,-4.9289999999999985,0.208,90.12,0.429,Cluster 2
1707,Heat,Hip Hop,0.292,0.5870000000000001,0.966,0.0,0.34700000000000003,-2.8080000000000003,0.514,85.51,0.7,Cluster 4
1708,Heavy Artillery,Hip Hop,0.0137,0.669,0.889,4.96e-06,0.368,-3.195,0.126,158.233,0.6579999999999999,Cluster 3
1709,Hit 'Em Up - Single Version,Hip Hop,0.0466,0.921,0.843,0.0,0.0757,-4.008,0.239,95.193,0.589,Cluster 2
1710,Hustler's Ambition,Hip Hop,0.277,0.604,0.737,0.0,0.305,-6.174,0.292,88.243,0.6829999999999999,Cluster 4
1711,Hustlin',Hip Hop,0.0849,0.502,0.652,0.0,0.0675,-7.224,0.3,136.04,0.649,Cluster 1
1712,How We Do,Hip Hop,0.0455,0.862,0.648,0.0,0.0332,-7.401,0.251,98.012,0.637,Cluster 2
1713,I Get Money,Hip Hop,0.159,0.525,0.933,0.000241,0.311,-4.673,0.35600000000000004,122.631,0.457,Cluster 1
1714,I Smell Pussy,Hip Hop,0.0438,0.8059999999999999,0.787,0.0,0.0644,-3.005,0.21600000000000005,89.208,0.74,Cluster 4
1715,I'm So Hood,Hip Hop,0.0199,0.711,0.885,0.0,0.247,-3.178,0.0804,130.954,0.514,Cluster 1
1716,I'll Still Kill,Hip Hop,0.111,0.6659999999999999,0.715,9.69e-06,0.23,-5.276,0.261,88.046,0.725,Cluster 4
1717,Ima Boss - feat. Rick Ross,Hip Hop,0.0415,0.37,0.87,0.0,0.604,-2.09,0.271,79.092,0.331,Cluster 4
1718,"Ima Boss - Remix [feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz]",Hip Hop,0.033,0.358,0.813,0.0,0.561,-2.54,0.272,157.99,0.439,Cluster 3
1719,Juicy,Hip Hop,0.483,0.873,0.816,0.0,0.146,-4.645,0.256,96.067,0.79,Cluster 2
1720,It's Good,Hip Hop,0.0217,0.722,0.6920000000000001,0.0,0.147,-7.17,0.142,128.002,0.0984,Cluster 1
1721,Kick In The Door,Hip Hop,0.114,0.634,0.638,0.0,0.433,-10.169,0.792,179.67,0.664,Cluster 3
1722,It's Okay (One Blood),Hip Hop,0.000839,0.605,0.868,0.0,0.118,-5.612,0.239,163.494,0.626,Cluster 3
1723,Let's Ride,Hip Hop,0.16899999999999998,0.878,0.7390000000000001,0.0,0.119,-5.157,0.189,93.601,0.8240000000000001,Cluster 2
1724,Machine Gun Funk,Hip Hop,0.102,0.841,0.738,0.0235,0.0901,-5.317,0.3,93.725,0.305,Cluster 2
1725,Lean Back,Hip Hop,0.11,0.799,0.916,0.0,0.0746,-3.344,0.471,126.687,0.6970000000000001,Cluster 1
1726,Many Men (Wish Death),Hip Hop,0.0143,0.589,0.8270000000000001,0.00151,0.14,-2.938,0.384,161.97799999999995,0.386,Cluster 3
1727,Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Hip Hop,0.00474,0.47,0.83,0.0,0.339,-5.35,0.115,90.967,0.5870000000000001,Cluster 2
1728,My Buddy,Hip Hop,0.044,0.599,0.929,0.0,0.319,-3.93,0.423,97.979,0.6459999999999999,Cluster 2
1729,Martians Vs Goblins,Hip Hop,0.0803,0.476,0.81,0.0,0.568,-3.414,0.265,83.309,0.642,Cluster 4
1730,Muthaf**ka Up,Hip Hop,0.0013800000000000002,0.7170000000000001,0.5479999999999999,0.0,0.3670000000000001,-7.7570000000000014,0.267,91.979,0.478,Cluster 2
1731,Oh Boy,Hip Hop,0.0266,0.762,0.7759999999999999,0.0,0.0959,-5.622999999999998,0.196,83.02,0.7959999999999999,Cluster 4
1732,Pandemonium - feat. Wale & Rick Ross,Hip Hop,0.114,0.613,0.894,0.0,0.265,-3.908,0.292,160.09,0.759,Cluster 3
1733,Party And Bulls**t,Hip Hop,0.193,0.433,0.862,0.0,0.604,-3.89,0.412,200.817,0.722,Cluster 3
1734,Party Up,Hip Hop,0.0798,0.488,0.954,0.0,0.163,-1.584,0.326,202.535,0.596,Cluster 3
1735,Put On,Hip Hop,0.0034200000000000003,0.653,0.77,0.0,0.0887,-6.091,0.0353,137.616,0.272,Cluster 1
1736,Renegade,Hip Hop,0.441,0.764,0.7240000000000001,1.27e-06,0.177,-4.748,0.368,84.79700000000003,0.826,Cluster 4
1737,Remember The Name (feat. Styles Of Beyond),Hip Hop,0.0583,0.688,0.835,2.87e-06,0.0795,-4.162,0.0911,84.85799999999998,0.88,Cluster 4
1738,Ruff Ryders' Anthem,Hip Hop,0.0437,0.86,0.7929999999999999,0.0,0.0493,-3.89,0.272,91.029,0.6940000000000001,Cluster 2
1739,Runnin' (Dying To Live),Hip Hop,0.0497,0.544,0.805,0.000365,0.145,-2.765,0.408,166.06099999999995,0.6679999999999999,Cluster 3
1740,Stay Fly - Explicit Album Version,Hip Hop,0.108,0.789,0.8809999999999999,0.0,0.355,-5.757999999999999,0.0331,133.30100000000002,0.647,Cluster 1
1741,Steady Mobbin,Hip Hop,0.0252,0.6809999999999999,0.6940000000000001,0.0,0.541,-8.123,0.258,156.149,0.659,Cluster 3
1742,Stunt 101,Hip Hop,0.157,0.7290000000000001,0.7659999999999999,0.0,0.21,-1.183,0.405,95.535,0.6940000000000001,Cluster 2
1743,Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,Hip Hop,0.0016300000000000002,0.58,0.8170000000000001,0.0,0.118,-5.009,0.214,89.008,0.238,Cluster 4
1744,The City,Hip Hop,0.17600000000000002,0.574,0.787,0.0,0.0918,-4.147,0.398,144.474,0.302,Cluster 3
1745,Thug 4 Life,Hip Hop,0.279,0.924,0.7909999999999999,0.0,0.0661,-5.401,0.0681,105.107,0.8809999999999999,Cluster 2
1746,The Rain,Hip Hop,0.182,0.6940000000000001,0.923,0.0,0.201,-1.963,0.0642,89.022,0.431,Cluster 4
1747,Toss It Up,Hip Hop,0.0466,0.8009999999999999,0.769,0.0,0.518,-4.32,0.209,91.986,0.595,Cluster 2
1748,'Till I Collapse,Hip Hop,0.0748,0.551,0.851,0.0,0.0784,-3.277,0.197,171.41099999999997,0.1,Cluster 3
1749,Troublesome '96,Hip Hop,0.132,0.862,0.93,5.820000000000001e-05,0.368,-3.594,0.222,97.49,0.575,Cluster 2
1750,Tupac Back (feat. Rick Ross),Hip Hop,0.0471,0.675,0.6729999999999999,0.0,0.218,-4.033,0.358,140.036,0.637,Cluster 1
1751,Top Down - Main,Hip Hop,0.114,0.584,0.872,0.0,0.139,-3.477,0.0616,94.018,0.815,Cluster 2
1752,We Right Here,Hip Hop,0.00529,0.67,0.675,3.14e-06,0.312,-5.6370000000000005,0.196,185.903,0.6859999999999999,Cluster 3
1753,Vato,Hip Hop,0.142,0.484,0.711,0.0,0.378,-4.584,0.239,90.961,0.46,Cluster 2
1754,We Takin' Over,Hip Hop,0.153,0.767,0.872,0.0,0.518,-4.25,0.0761,112.6,0.565,Cluster 2
1755,Welcome To My Hood,Hip Hop,0.008329999999999999,0.59,0.72,0.0,0.16699999999999998,-3.833,0.209,139.79,0.604,Cluster 1
1756,Welcome To New York City,Hip Hop,0.0185,0.581,0.884,0.0,0.132,-5.5120000000000005,0.315,169.472,0.493,Cluster 3
1757,In Da Club,Hip Hop,0.28300000000000003,0.865,0.73,0.0,0.0753,-2.813,0.373,90.096,0.8079999999999999,Cluster 2
1758,Straight Outta Compton,Hip Hop,0.0495,0.833,0.8740000000000001,0.0,0.345,-9.426,0.155,102.866,0.414,Cluster 2
1759,Drop It Like It's Hot,Hip Hop,0.187,0.8809999999999999,0.622,0.0,0.103,-4.149,0.215,91.989,0.633,Cluster 2
1760,The Next Episode,Hip Hop,0.0279,0.916,0.906,0.0,0.0803,-2.494,0.195,95.3,0.29100000000000004,Cluster 2
1761,21 Questions,Hip Hop,0.388,0.547,0.807,9.11e-05,0.0436,-4.083,0.36,79.82300000000002,0.919,Cluster 4
1762,Dilemma,Hip Hop,0.211,0.725,0.534,2.9100000000000006e-05,0.221,-8.363999999999999,0.16699999999999998,168.11900000000003,0.621,Cluster 3
1763,Ambitionz Az A Ridah,Hip Hop,0.00239,0.8009999999999999,0.91,0.000909,0.0737,-6.566,0.225,87.27600000000002,0.804,Cluster 4
1764,Only God Can Judge Me,Hip Hop,0.00127,0.802,0.787,0.000181,0.0764,-6.009,0.205,90.188,0.8059999999999999,Cluster 2
1765,Lose Yourself - Soundtrack Version,Hip Hop,0.0109,0.6809999999999999,0.743,0.000279,0.225,-4.567,0.287,171.396,0.0568,Cluster 3
1766,The Real Slim Shady,Hip Hop,0.0339,0.95,0.665,0.0,0.0453,-4.2860000000000005,0.061,104.504,0.76,Cluster 2
1767,Still D.R.E.,Hip Hop,0.175,0.8140000000000001,0.779,0.000671,0.0605,-3.2710000000000004,0.235,93.43,0.544,Cluster 2
1768,Forgot About Dre,Hip Hop,0.092,0.925,0.737,0.0,0.16899999999999998,-1.2919999999999998,0.0777,133.946,0.603,Cluster 1
1769,Candy Shop,Hip Hop,0.0214,0.619,0.578,3.37e-05,0.387,-8.002,0.474,123.719,0.731,Cluster 1
1770,99 Problems,Hip Hop,0.00828,0.496,0.969,0.0,0.0953,-0.835,0.38,92.034,0.461,Cluster 2
1771,All Eyez On Me,Hip Hop,0.0293,0.872,0.723,0.0,0.327,-5.968,0.247,93.279,0.843,Cluster 2
1772,Hail Mary - (Explicit),Hip Hop,0.163,0.7240000000000001,0.6509999999999999,5.34e-06,0.309,-6.515,0.304,163.99900000000005,0.397,Cluster 3
1773,Changes - (Explicit),Hip Hop,0.0367,0.86,0.657,0.0,0.162,-6.725,0.0864,111.112,0.295,Cluster 2
1774,Juicy,Hip Hop,0.472,0.889,0.816,0.0,0.204,-4.67,0.247,96.056,0.777,Cluster 2
1775,"So Fresh, So Clean",Hip Hop,0.0278,0.725,0.64,0.0,0.099,-7.905,0.332,166.02900000000002,0.915,Cluster 3
1776,Insane in the Brain,Hip Hop,0.0297,0.897,0.612,0.18600000000000005,0.0894,-10.489,0.211,102.305,0.767,Cluster 2
1777,Dusted 'N' Disgusted,Hip Hop,0.0954,0.8490000000000001,0.705,0.0,0.335,-4.671,0.231,92.706,0.6729999999999999,Cluster 2
1778,Boyz-N-The-Hood,Hip Hop,0.0356,0.7609999999999999,0.7090000000000001,0.0,0.383,-7.825,0.32,87.72200000000002,0.652,Cluster 4
1779,Fuck Tha Police,Hip Hop,0.0184,0.865,0.7509999999999999,0.0,0.0529,-8.363,0.304,98.647,0.851,Cluster 2
1780,It Was A Good Day,Hip Hop,0.321,0.7959999999999999,0.748,4.94e-05,0.217,-5.409,0.126,82.384,0.802,Cluster 4
1781,Gin And Juice (feat. Dat Nigga Daz),Hip Hop,0.0285,0.5489999999999999,0.853,0.000296,0.618,-4.293,0.188,94.695,0.34600000000000003,Cluster 2
1782,Can't Deny It - feat. Nate Dogg,Hip Hop,0.0528,0.916,0.821,0.0,0.0635,-4.118,0.15,90.04,0.5920000000000001,Cluster 2
1783,Damn It Feels Good to Be a Gangsta,Hip Hop,0.22,0.785,0.7929999999999999,0.718,0.124,-7.915,0.163,88.902,0.655,Cluster 4
1784,Regulate,Hip Hop,0.29,0.845,0.51,2.39e-06,0.114,-13.064,0.224,95.265,0.74,Cluster 2
1785,Xxplosive,Hip Hop,0.201,0.78,0.882,1.07e-05,0.15,-4.368,0.134,168.955,0.926,Cluster 3
1786,Keep Ya Head Up,Hip Hop,0.134,0.598,0.742,0.0,0.448,-6.51,0.417,172.26,0.61,Cluster 3
1787,Still Not a Player,Hip Hop,0.231,0.8909999999999999,0.7040000000000001,0.005529999999999999,0.119,-4.128,0.28300000000000003,94.119,0.8959999999999999,Cluster 2
1788,Real Muthaphuckkin' G's,Hip Hop,0.0164,0.7240000000000001,0.853,0.0,0.65,-3.895,0.28300000000000003,170.51,0.775,Cluster 3
1789,Crumblin' Erb,Hip Hop,0.0782,0.802,0.593,0.0,0.282,-9.72,0.267,89.66,0.55,Cluster 4
1790,I Got 5 On It - Feat. Michael Marshall,Hip Hop,0.209,0.6,0.706,0.0,0.125,-7.899,0.361,173.926,0.58,Cluster 3
1791,Eazy-Duz-It,Hip Hop,0.0676,0.8240000000000001,0.731,0.0,0.211,-3.988,0.31,90.857,0.6779999999999999,Cluster 2
1792,How We Do,Hip Hop,0.0496,0.578,0.6659999999999999,0.0,0.0335,-7.1,0.435,195.13,0.591,Cluster 3
1793,Gangsta Gangsta,Hip Hop,0.0251,0.897,0.6940000000000001,1.82e-06,0.324,-8.363999999999999,0.277,98.118,0.706,Cluster 2
1794,This D.J.,Hip Hop,0.0327,0.804,0.438,0.0129,0.112,-10.563,0.138,92.034,0.5760000000000001,Cluster 2
1795,Who Shot Ya,Hip Hop,0.273,0.828,0.6859999999999999,0.0,0.524,-5.689,0.218,91.713,0.617,Cluster 2
1796,Nuthin' But a G Thing,Hip Hop,0.00707,0.807,0.7090000000000001,0.0,0.24,-8.152000000000001,0.29,94.631,0.675,Cluster 2
1797,1st Of Tha Month,Hip Hop,0.0777,0.7290000000000001,0.581,3.81e-06,0.696,-8.235,0.18,74.038,0.508,Cluster 4
1798,Gangsta's Paradise (feat. L.V.),Hip Hop,0.0372,0.6409999999999999,0.63,0.0,0.4,-6.393,0.0521,79.955,0.415,Cluster 4
1799,Without Me,Hip Hop,0.00293,0.919,0.657,0.0,0.35600000000000004,-2.823,0.0907,112.23,0.659,Cluster 2
1800,Mind Playing Tricks on Me,Hip Hop,0.207,0.8859999999999999,0.512,0.0,0.0991,-11.825,0.237,93.997,0.454,Cluster 2
1801,Check Yo Self - Remix;,Hip Hop,0.031,0.934,0.735,8.599999999999999e-06,0.107,-6.667999999999998,0.251,101.368,0.768,Cluster 2
1802,Who Am I (What's My Name)?,Hip Hop,0.000136,0.6920000000000001,0.833,1.98e-05,0.515,-3.974,0.0492,96.814,0.6920000000000001,Cluster 2
1803,Chin Check,Hip Hop,0.0831,0.906,0.775,2.7399999999999995e-05,0.15,-5.775,0.268,100.054,0.838,Cluster 2
1804,If I Ruled the World (Imagine That),Hip Hop,0.0474,0.879,0.564,9.43e-06,0.0519,-7.682,0.247,93.908,0.523,Cluster 2
1805,Mo Money Mo Problems (feat. Mase & Puff Daddy),Hip Hop,0.0271,0.857,0.867,0.0,0.128,-4.952,0.0635,104.382,0.918,Cluster 2
1806,Crossroads,Hip Hop,0.0988,0.654,0.6729999999999999,0.0,0.363,-2.9530000000000003,0.0412,144.281,0.431,Cluster 3
1807,Dear Mama,Hip Hop,0.379,0.773,0.542,0.0,0.129,-7.136,0.126,84.124,0.31,Cluster 4
1808,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Hip Hop,0.045,0.84,0.7979999999999999,4.320000000000001e-05,0.172,-5.079,0.0699,100.175,0.695,Cluster 2
1809,Thuggish Ruggish Bone,Hip Hop,0.00228,0.6829999999999999,0.74,0.0,0.238,-6.041,0.0462,129.515,0.65,Cluster 1
1810,My Mom,Hip Hop,0.271,0.588,0.883,0.0,0.159,-1.4469999999999998,0.361,180.316,0.769,Cluster 3
1811,Foe Tha Love of $,Hip Hop,0.00295,0.772,0.695,0.0,0.4270000000000001,-8.013,0.0735,137.868,0.643,Cluster 1
1812,Fuck You,Hip Hop,0.264,0.879,0.5670000000000001,0.0,0.119,-3.923,0.416,92.17,0.759,Cluster 2
1813,Blown Away,Hip Hop,0.196,0.778,0.7170000000000001,0.0,0.307,-7.558,0.308,91.958,0.354,Cluster 2
1814,I Wanna Love You,Hip Hop,0.0425,0.862,0.456,0.0,0.35600000000000004,-9.499,0.0389,99.973,0.368,Cluster 2
1815,Hey Ya! - Radio Mix / Club Mix,Hip Hop,0.0644,0.715,0.97,0.000156,0.205,-2.206,0.0648,79.50399999999998,0.963,Cluster 4
1816,No Vaseline,Hip Hop,0.0384,0.574,0.927,0.0,0.13699999999999998,-5.5360000000000005,0.377,105.575,0.51,Cluster 2
1817,You Can Do It - Feat. Mack 10 And Ms Toi,Hip Hop,0.000917,0.946,0.857,0.0,0.0525,-4.498,0.159,99.88,0.882,Cluster 2
1818,Party We Will Throw Now!,Hip Hop,0.0476,0.934,0.562,1.31e-06,0.0608,-4.609,0.24,96.792,0.7120000000000001,Cluster 2
1819,Ghetto Gospel,Hip Hop,0.0997,0.795,0.615,0.0,0.0793,-5.497999999999998,0.0471,80.535,0.6729999999999999,Cluster 4
1820,All About U,Hip Hop,0.0651,0.856,0.7929999999999999,0.0,0.314,-4.003,0.134,103.208,0.763,Cluster 2
1821,Can't C Me,Hip Hop,0.0442,0.795,0.852,3.36e-06,0.39,-2.238,0.17800000000000002,95.442,0.672,Cluster 2
1822,Life Goes On,Hip Hop,0.301,0.7559999999999999,0.838,0.0,0.279,-4.251,0.276,79.395,0.482,Cluster 4
1823,I Tried,Hip Hop,0.0109,0.73,0.715,0.0,0.109,-6.2970000000000015,0.103,81.99799999999998,0.412,Cluster 4
1824,Thug Love,Hip Hop,0.124,0.799,0.79,0.0,0.33,-5.432,0.221,134.171,0.396,Cluster 1
1825,Mo'murda,Hip Hop,0.0775,0.746,0.727,0.0,0.585,-8.787,0.147,152.084,0.517,Cluster 3
1826,Bow Down,Hip Hop,0.0181,0.892,0.455,0.0,0.344,-11.206,0.292,92.885,0.473,Cluster 2
1827,Express Yourself - Remix,Hip Hop,0.00204,0.852,0.8029999999999999,0.0,0.121,-6.9289999999999985,0.264,96.2,0.752,Cluster 2
1828,Get Money - Performed by Junior M.A.F.I.A.,Hip Hop,0.398,0.711,0.871,1.69e-06,0.171,-4.32,0.294,91.153,0.912,Cluster 2
1829,Why We Thugs,Hip Hop,0.326,0.6829999999999999,0.59,0.0,0.14800000000000002,-5.422999999999999,0.458,100.892,0.653,Cluster 2
1830,No More ?'s,Hip Hop,0.0152,0.936,0.81,1.86e-06,0.304,-4.755,0.225,105.621,0.631,Cluster 2
1831,Ole School Shit,Hip Hop,0.00132,0.787,0.6709999999999999,0.0,0.0783,-5.308,0.0906,81.89699999999998,0.637,Cluster 4
1832,Heaven Ain't Hard 2 Find,Hip Hop,0.15,0.782,0.818,0.0,0.0753,-5.322,0.113,174.27,0.847,Cluster 3
